video_id,summary,category
7309290162540858667,"The video starts with a news broadcast about an investigation after a massive home explosion in Arlington, Virginia. The broadcast shows a man in a dark jacket standing outside at night, with the text ""LIVE IN ARLINGTON, VIRGINIA"" and ""INVESTIGATION"" displayed. The scene then transitions to a close-up of the man, with the text ""INVESTIGATION"" and ""HOME EXPLOSION ROCKS NEIGHBORHOOD"" still visible. The video then shows a group of people walking down a street, with the text ""BREAKING NEWS"" and ""HOME EXPLOSION ROCKS NEIGH",News
7380812058167708960,"The video is a humorous comparison of two football players, Jamal and Jude Bellingham, from Germany and England, respectively. It highlights their contrasting playing styles and the challenges they faced in their respective teams. The video uses a combination of text overlays, images, and graphics to convey the points being made. The text overlays provide commentary on the players' abilities, while the images and graphics illustrate the points being made. The video concludes with a humorous comparison of the two players' playing styles, with the text overlay stating that ""it's a bit hard to promise someone an attacking midfield role when it is stacked with talent.""",Sports
7368596585594359083,"The video shows a person in a studio with a microphone, and the text ""POWERED BY FREEDOM TV"" is visible in the top left corner. The person is talking about the Alternative for Germany (AfD) party and its radical anti-immigration stance. The video also shows a large crowd of people protesting in front of a building, with flags and signs in the background. The text ""POWERED BY FREEDOM TV"" is also visible in the top left corner. The video discusses the AFD party's radical stance and its challenges with the German government. The video also mentions the party's recent high court decision and its potential to win big",Politics
7317451980497046826,"The video presents a series of morbid facts about the Church of Scientology, starting with the fact that the wife of Scientology leader David Miscavige has not been seen since 2007. It then goes on to list several missing persons reports filed by the LAPD, all of which have been closed as unfounded. The video also mentions the death of Scientology leader Lisa McPherson, who died after undergoing an introspection rundown at the church's headquarters in Florida. Her death was officially ruled an accident. The video then goes on to discuss the death of cult leader Charles Manson, who tried out Scientology in the 1960s but eventually",Science & Technology
7346304747646848288,A group of people are shopping in a grocery store. They are looking at the shelves and picking out items. One of the people is wearing a blue vest and is holding a box of cookies. The other people are also picking out items from the shelves.,Entertainment & Shows
7326266761773436166,"The video features a person wearing a black sweatshirt with white text, sitting in a room with a guitar hanging on the wall behind them. The room has a light blue wall and a poster on the wall. The person is speaking, and the text on the screen reads ""Saitorda Nösaptanın adıkılıkla kullanırken, döşümeyle eşleştirmek için"" which translates to ""When you use the Nösaptan method, you can do it with ease."" The person appears to be explaining or discussing something related to the Nösaptan method",1. News
7386716685945900320,A man in a suit and tie is walking down a hallway.,Sports
7344108969151008001,"The video shows a group of people at a wedding reception. There are tables set up with food and drinks, and people are sitting and standing around. One person is wearing a red dress, and another is wearing a black suit. The person in the red dress is holding a glass of water, and the person in the black suit is holding a drink. The person in the black suit is also wearing a flower on their lapel. The person in the red dress is smiling and talking to the person in the black suit. The person in the black suit is also smiling and talking back. The person in the red dress then walks away, and the person in the black suit is left standing alone.",Entertainment & Shows
7375847354341068065,"The video showcases a large crowd gathered at Hinds Hall in Garmay, watching a concert or event. The stage is brightly lit with green and red lights, and the crowd is enthusiastic, with many people holding up their phones to capture the moment. The text overlay on the screen reads ""Hinds Hall Problem isn't the protests what they're protesting it goes against what our country is funding White supremacy is finally on blast. Free Palestine to the home and land. The next but never ended to colonize the rise. The students in tents, posted on the lawn. Occupying the quad, really against the law. Ain't no reason to call in the police and their squad. But it",Politics
7309888375023045931,"The video features a person wearing a blue jacket with a red and white logo on the front, standing in front of a wall with various tools hanging on it. The person is wearing a beanie and has a beard. The video includes text overlays that provide commentary on the events of January 6th, including the use of taxpayer dollars to protect participants and the potential for prosecution by the Department of Justice. The person appears to be speaking directly to the camera, with the background remaining consistent throughout the video.",Politics
7324688586807201070,"A young woman with long brown hair is sitting in a classroom, wearing a white sweater and a beige scarf. She is looking at a piece of paper in front of her. The background shows a window with blinds, a bulletin board with papers on it, and a shelf with books and other items. The text on the screen reads ""Special Ed teacher trying to figure out whether their student is crying."" The woman appears to be in a classroom setting, possibly a school or a place where students are learning. The text suggests that the woman is trying to determine if a student is upset or crying. The video does not provide any additional context or information about the woman or the student.",1. News
7323395108378840351,"The video shows a person dancing in a hallway. The person is wearing a gray sweatshirt and black pants. The hallway has white walls and a tiled floor. There is a Christmas tree with red ornaments and a fan on the right side of the hallway. The person dances energetically, moving their arms and legs in various directions. The video does not provide any additional context or information.",Humor
7357381570371603717,"The video shows a group of people dancing in a room. One person is wearing a white shirt and brown boots, while another is wearing a black and white patterned dress. The person in the white shirt is holding a phone and appears to be dancing. The video then cuts to a person in a beige jacket and white shirt, who is speaking to the camera. The person in the beige jacket is gesturing with their hands and appears to be explaining something.",Entertainment & Shows
7348462120817790240,A man is shopping in a grocery store and picking up a box of Cathedral City cheese. He is holding the box and looking at the price tag. The video shows the man picking up more boxes of Cathedral City cheese and looking at the price tag.,Entertainment & Shows
7331415226442730757,"The video showcases a vibrant and energetic performance by a group of individuals, likely a musical group, on a stage with a dynamic and colorful background. The performers are dressed in a variety of outfits, including camouflage jackets, red and white outfits, and white outfits with red accents. They are seen dancing energetically, with some individuals holding microphones and others engaging in synchronized movements. The stage is illuminated with bright lights, creating a lively atmosphere. The video also includes text overlays in Korean, which provide context to the performance, such as ""내 수저 덜었네"" (I don't care), ""화이트","Music, Singing, & Dancing"
7397967668248120622,"The video showcases a person with long, wavy hair, wearing a black shirt and green cactus earrings, in a room with a bed, a door, and some framed pictures on the wall. They are holding a pink box with a white label and a small white object, possibly a makeup product. The person is seen opening the pink box, revealing various makeup items inside, including a small white object, a pink box with a white label, and a small white object with a pink label. They are also seen holding a small white object with a pink label and a pink box with a white label. The person is wearing blue nail polish with white tips and green nail polish with blue tips",Beauty Care
7395692426888891679,"The video starts with a person wearing a colorful shirt with floral patterns, standing in front of a large American flag. The scene transitions to a close-up of the same person, followed by a view of a cityscape at sunset. The person is then seen in a crowded room, surrounded by people holding signs and cheering. The scene shifts to a person in a blue suit, followed by a close-up of a person in a red hat. The video then shows a person in a red hat, followed by a person in a blue suit, and then a person in a red hat with a microphone. The video continues with a person in a red hat, followed by a person in a blue",Politics
7351137146004114693,"The video showcases a thrilling soccer match between two teams, one in yellow and the other in blue. The yellow team, led by a player in a yellow jersey with the number 7, is in possession of the ball. The blue team, led by a player in a blue jersey with the number 21, is on the defensive. The yellow team attempts to advance the ball, but the blue team successfully intercepts and gains control of the ball. The blue team then advances the ball towards the goal, but the yellow team's goalkeeper, wearing a yellow jersey with the number 10, makes a save. The blue team regains possession and continues to advance the",Sports
7375972216707484960,"The video is a series of frames showing a person in a white shirt standing in front of a screen with a list of Labour's policy steps for change. The person is holding a pen and pointing to the screen, which displays the list of policy steps. The list includes:
1. Deliver economic stability
2. Cut NHS waiting times
3. Launch a new Border Security Command
4. Set up Great British Energy
5. Crave down on anti-social behaviour
6. Recruit 6,500 new teachers
The person is seen pointing to each item on the list, and the video ends with the person standing in front of the screen, with the list",Politics
7311332422077975840,"The video shows a series of interactions between a woman and a man in a purple jacket and a man in a white shirt. The woman is seen talking to the man, who is wearing a purple jacket and a pink tie. The man in the purple jacket is also seen standing in front of a fence, while the man in the white shirt is seen sitting in front of a green background. The woman is seen talking to the man in the purple jacket, and the man in the white shirt is seen talking to the woman. The video also shows the man in the purple jacket and the man in the white shirt standing in front of a fence, with the man in the purple jacket talking to the man",Entertainment & Shows
7368121296154086688,"The video shows a table filled with various dishes, including salads, meats, and side dishes. The table is set with plates, glasses, and utensils. There are also bottles of water and a bowl of tomatoes on the table. A person is standing in front of the table, wearing a dark sweater and glasses. The person appears to be speaking, as indicated by the text on the screen. The text on the screen reads ""Коломогу столу гості, як і ми хотіли, Ой, хто б'є, то воно не байд",Food
7307346522234998049,"The video features a woman sitting on a white couch in a living room, wearing a dark blue top. She is speaking to the camera, and the text overlay on the screen reads, ""me when someone asks why I love to watch The Kardashians."" The woman appears to be in a casual, relaxed setting, possibly discussing her interest in the reality TV show. The video does not contain any additional visual elements or actions beyond the woman's speech.",8. Entertainment & Shows
7323131799310306590,"The video is a series of interviews with Jeff Bezos, the founder and CEO of Amazon.com, conducted in 2000. The video is divided into several segments, each featuring a different interview setting. The first segment shows Bezos in a blue shirt and tie, seated in a room with blue blinds. The second segment features Bezos in a blue shirt, seated in a room with a pink background. The third segment shows Bezos in a blue shirt, seated in a room with a pink background. The fourth segment features Bezos in a blue shirt, seated in a room with a pink background. The fifth segment shows Bezos in a",Entertainment & Shows
7333801200875261185,"The video begins with a dark blue background featuring a world map with a digital texture. The text ""An Election Year Guaranteed To Divide Us"" is prominently displayed in white, followed by ""A Second Term We Can All Agree On"" in a smaller font. The scene transitions to a man in a suit and tie, sitting at a desk with a blue background. The text ""THE DAILY SHOW"" appears in white, followed by ""MONDAYS WITH JON STEWART"" in yellow. The video concludes with the Comedy Central logo and the text ""COMEDY CENTRAL"" in white, followed by ""THE DAILY SHOW"" in white, and """,8. Entertainment & Shows
7292568999932529963,"The video shows a woman in a black t-shirt and black shorts walking on a path, holding a green water bottle. She is followed by another woman in a black sports bra and black leggings, also holding a green water bottle. They are walking on a path surrounded by trees and greenery. The video then shows the two women walking on a dirt path in a park-like setting, with the woman in the black t-shirt and black shorts leading the way. The video then shows the two women walking on a sidewalk at night, with the woman in the black t-shirt and black shorts leading the way. The video then shows the two women walking on a sidewalk at night,",Fitness & Health
7396382918039457041,"A man and a woman are sitting on a bed in a modern room. The man is wearing a white shirt and black shorts, while the woman is wearing a white shirt with red text and blue jeans. They are engaged in a conversation, with the man gesturing with his hands and the woman listening attentively. The text on the screen changes throughout the video, indicating different stages of their conversation. The man is seen holding the woman's leg, and the woman is seen touching her face. The video ends with the man and woman sitting on the bed, with the man holding the woman's leg and the woman touching her face.",Entertainment & Shows
7349706117166959879,"The video features a person standing in a natural setting, surrounded by trees and foliage. The person is wearing a light-colored shirt and appears to be speaking to the camera. The text overlays on the video include phrases such as ""What's up everyone?"", ""It is Frankie Muniz here and I am officially going into the jungle."", ""I don't know how to feel."", ""I'm excited."", ""I'm nervous."", ""You know, I'm normally a very organized and a planner and a control freak and I don't get to control anything here."", ""So I'm along for the ride and, you know, I hope they go easy on me."", and ""That",1. News
7355938811429260550,"A person is sitting in front of a colorful, fluffy background while wearing headphones. They are reacting to a song about eating a whole bag of chips and feeling sad. The person is making various hand gestures and expressions, and the text overlays on the screen provide commentary and reactions to the song.","Music, Singing, & Dancing"
7276776260431367467,"The video shows a man in a suit and tie holding a microphone in a dimly lit room. He is speaking, and the text on the screen changes as he talks. The text includes phrases like ""ANYTHING I'VE DONE IN MY GUSH,"" ""ANYTHING I'VE DONE IN MY GUSH,"" ""ANYTHING I'VE DONE IN MY GUSH,"" ""ANYTHING I'VE DONE IN MY GUSH,"" ""ANYTHING I'VE DONE IN MY GUSH,"" ""ANYTHING I'VE DONE IN MY GUSH,"" ""ANYTHING I'VE DONE IN",Politics
7333721172363922734,"The video shows a man in a blue shirt and khaki pants standing in front of a black Toyota CUV. He is wearing sunglasses and a name tag. The man is seen dancing and moving around the car, with the text ""Toyota coulver"" and a laughing emoji appearing on the screen. The background includes other cars and palm trees, suggesting the setting is a car dealership. The man's actions seem to be a playful or exaggerated reaction to the car, possibly to entertain the viewers or to emphasize the car's features.",11. Autos & Vehicles
7360919706913525035,"The video is a series of frames showing a puzzle game with a timer counting down from 0 to 52. The game is set against a black background with a blue border. The puzzle pieces are red and white, and the timer is displayed in white text at the top of the frame. The game is challenging, and the player must solve the puzzle before the timer reaches 0 to win. The video also includes text encouraging viewers to donate and to make a video about the player, as they are in danger.",1. News
7374137745364602155,"The video shows a woman in a pink jacket sitting in the back seat of a car, talking to a man in the front seat. The woman is wearing a teal shirt and has blonde hair. The man is wearing a black shirt and has glasses on. The woman is saying something to the man, and the man is responding. The video ends with the man looking out the window.",1. News
7362611852360174881,"The video begins with a black screen displaying the text ""4TO ЛОВОВЬ была перестрелкой душ"" in white letters, which translates to ""4TO LOSLOV was a shooting star"" in English. The text is in a pixelated font, giving the impression of a retro or digital aesthetic.

The scene then transitions to a dark, nighttime setting with a cityscape in the background. The text ""КОТОРИМ"" (What are we?) appears in white letters, which is the first line of the song ""What Are We""",1. News
7317764806767922475,"A woman and a child are playing in a snowy forest. The woman is standing in a metal barrel filled with ice, while the child is in a plastic container filled with water. The woman is using a black tool to break the ice, and the child is playing in the water. The woman is wearing a leopard print top and light gray leggings, while the child is wearing a blue and white patterned outfit. The woman is smiling and laughing, and the child is also smiling and laughing. The woman is holding a red apple, and the child is holding a blue toy. The woman is also holding a blue toy, and the child is holding a red toy. The woman is also holding",Entertainment & Shows
7385499788764040481,A person is holding a Kinder chocolate bar in front of a metal container. The person is using a pair of scissors to cut the chocolate bar into smaller pieces. The person then uses a knife to cut the chocolate pieces into smaller pieces. The person is then seen holding a piece of chocolate in their hand.,Entertainment & Shows
7393839173922327841,"A screenshot of a political map showing the results of the 2020 presidential election. The map is divided into states, with each state colored in blue or red to indicate the winner of the election. The map also includes a ""Tossup"" section, which shows the results of a poll of religious people in each state. The poll results are shown in a bar graph, with the number of votes for each candidate displayed. The map is updated in real-time, with the results changing as new polls are taken.",Politics
7288048371019926814,"The video shows a person standing outside in a yard, wearing a white shirt. The person is holding a thermometer and appears to be measuring the temperature. The background includes a house with a porch and a tree. The person is also wearing a nose ring and has multiple rings on their fingers. The video includes text overlays that read, ""Ready to the cow + your mom's comment,"" ""I feel like she's just in a freezing room,"" and ""I don't know how well it's going to work because of the lighting, but we will try."" The person is also seen holding a phone, possibly recording the temperature reading.",Science & Technology
7353311795374738721,"The video features a person sitting on the floor, wearing a gray hoodie and black pants, with a blanket featuring yellow and gray patterns in the background. The person is holding their knees with their hands. The video is captioned with French text that reads: ""Pov: t'es en même temps, tu n'as jamais suivi soins, car, tu n'as toujours suivi soins, car, tu n'as toujours suivi soins, car, tu n'as toujours suivi soins, car, tu n'as toujours suivi soins, car",1. News
7373916497896377617,"A person is preparing a dessert. They start by cutting a piece of cake and placing it on a plate. Next, they pour a thick, brown liquid from a jar into a bowl. The liquid is then mixed with a white, creamy substance, possibly whipped cream, and a brown powder, likely cocoa powder. The mixture is spread evenly over the cake. The person then places a layer of the brown, creamy mixture on top of the cake. The cake is then covered with a layer of caramel sauce, which is poured from a jar. The person then places a knife into the caramel sauce and lifts it out, revealing the cake underneath. The cake is then placed on a plate with a floral",Entertainment & Shows
7331551109649059115,"The video features a black cat playing a violin. The cat is positioned against a dark background, with its fur appearing wet and shiny, suggesting it is playing in a wet environment. The cat's eyes are wide open, and it appears focused on the music. The video is in black and white, which emphasizes the cat's movements and the texture of its fur. The cat's head is tilted slightly to the side, and it is holding the violin with its front paws. The cat's body is positioned in a way that suggests it is playing the violin with its front paws, while its hind legs are not visible. The cat's tail is not visible in the video.",Pets & Animals
7340766599860849926,"The video shows a man in a military uniform standing at a podium with a microphone. He is wearing a dark blue uniform with various medals and insignia on the left side of his chest. The background features a large building with the words ""THE PENTAGON"" and ""WASHINGTON"" visible. The man appears to be giving a speech or statement, as indicated by his hand gestures and the presence of a microphone. The video also includes a text overlay that reads ""Patrick Ryder, U.S. Air Force Brigadier General"" and ""Global News."" The man is speaking about the situation in Ukraine and the efforts being made to provide assistance to the country.",News
7287998089279917345,"The video begins with a person standing on a paved path in a park-like setting, wearing a dark jacket and a white shirt with a black design. The person is holding a smartphone and appears to be speaking, with text overlaid on the video suggesting a conversation or commentary. The scene transitions to a close-up of a laptop screen displaying the Amazon website, showing various product categories and prices. The text overlay continues to provide information about the Amazon Outlet section, where discounted items can be found. The video then shows a close-up of a laptop screen displaying the Amazon website, showing various product categories and prices. The text overlay continues to provide information about the Amazon Outlet section, where",13. Entertainment & Shows
7296461109572275488,"The video features a series of interviews with Trump supporters who express their disagreements with the President's stance on unions. The interviewees, dressed in red Trump hats and jackets, are seen in various outdoor settings, including a parking lot and a street. They discuss their personal experiences with unions, their support for Trump, and their views on the impact of Trump's policies on unions. The video concludes with the interviewees expressing their opinions on unions, with one interviewee stating that they do not support unions and another expressing their support for Trump.",Politics
7149700277782760746,"The video shows a person lying on a bed with a pink hue, wearing a black top and a necklace. The person is lying on their back, with their head resting on a pillow. The bed is covered with a white blanket, and there is a cat lying on the bed, near the person's feet. The person is holding a phone, and the text ""I like like like this"" is visible on the screen. The person appears to be in a relaxed state, possibly enjoying the pink lighting or the presence of the cat.",Pets & Animals
7373730224879521056,"The video features a tiger, depicted in a striking color scheme of orange, black, and white, with a blue object in its mouth. The tiger is positioned on a dark background, and the image is presented in a triangular shape, with the tiger's body occupying the majority of the frame. The tiger's eyes are wide open, and its mouth is open, as if it is roaring or growling. The blue object in its mouth is a prominent feature, adding to the overall intensity of the scene. The tiger's fur is detailed, with stripes and spots clearly visible. The background is dark, which contrasts with the tiger's vibrant colors. The video does not contain any additional text or",7. Pets & Animals
7366561209996332320,"A person with long, straight, black hair is sitting in a room with a yellow wall and a white ceiling. They are wearing a white t-shirt and have a gold watch on their left wrist. They are making various hand gestures, including pointing, touching their face, and holding their hands together. The person appears to be speaking or expressing something, possibly about their frustration or anger.",News
7195058735914519809,"A large building is being demolished. The building is tall and white, and it is surrounded by a large cloud of dust and debris. The demolition is taking place in a desert-like area, and there are several people standing around, watching the demolition. The people are wearing red shirts, and they are all looking at the demolition site. The video ends with a close-up of the demolition site, showing the large cloud of dust and debris.",Science & Technology
7108772250320473349,"The video showcases various activities and destinations in the Greek island of Paros. It begins with a person standing in front of a scenic view of the island, with the text ""Paros 5 out of the box activities!"" displayed at the top. The person is wearing a red and white striped shirt and is seen gesturing and pointing towards the camera. The video then transitions to a series of numbered activities, each accompanied by a scenic view of the island. The activities include:

1. ""Have a meal in the traditional village of Lefkest. From Lefkest you can make a 3.5 kilometer hike on the old Byzantine road which leads to the even more traditional village of",Travel & Events
7345205332383108394,"The video shows a group of people, including children, gathered around a table in a room with a stone wall in the background. The children are writing on pieces of paper and signing them. The text ""A CATASTROPIC"" appears on the screen, indicating the severity of the situation. The children are wearing yellow shirts, and the adults are wearing purple shirts. The children are writing on pieces of paper and signing them. The adults are standing behind the children, watching them. The children are writing on pieces of paper and signing them. The adults are standing behind the children, watching them. The children are writing on pieces of paper and signing them. The adults are standing behind the children,",News
7349023065575083306,"A woman in a red dress is standing on a stage at a concert, with a large crowd of people in the background. She is holding a microphone and appears to be speaking to the audience. The text on the screen reads ""In Germany: Jewish Woman yells out defending Palestinians,"" and later changes to ""In Germany: Jewish Woman yells out defending Palestinians, while your money and your weapons are killing thousands and thousands of Palestinians in Gaza."" The woman continues to speak to the audience, and the text on the screen changes to ""In Germany: Jewish Woman yells out defending Palestinians, while your money and your weapons are killing thousands and thousands of Palestinians in Gaza. The blood of Palestinians is on",Politics
7346235933882076448,A man is using a blue machine to cut a tree stump in a field.,1. Sports
7293441357169937666,"The video features a series of animated scenes with a character in a school uniform standing in front of a car. The character is shown in various poses, including standing in front of the car, jumping in the air, and walking away from the car. The cars are shown in different colors, including orange, white, and blue. The background of the scenes is a parking lot with other cars and buildings. The character's actions and the cars' colors change throughout the video.",1. News
7325205573941710111,A person is sitting in a room with a dark background. They are wearing a black t-shirt with a picture of a man on it. The person is talking to the camera and gesturing with their hands. The room has a dark background with a few objects on a shelf in the background. The person is wearing a black t-shirt with a picture of a man on it. The person is sitting in a room with a dark background. They are talking to the camera and gesturing with their hands. The room has a dark background with a few objects on a shelf in the background. The person is wearing a black t-shirt with a picture of a man on it. The person,Science & Technology
7359943972216638736,"A police officer is walking down a street with a group of people. The people are wearing orange vests and holding signs. The signs say things like ""Palestina"" and ""Widerstand ist Völkerrecht!"" The police officer is wearing a blue uniform and a hat.",Politics
7384186520351083781,"Якщо вирішила частину про партнерку, яка не працювала, отримувала гроші, а зараз зробила з себе жертву ситуації. Більша кількість коментарів про те, чому ж я їй не віддала",Entertainment & Shows
7357063093962214689,"The video features a person wearing a black jacket with white zippers and a pearl necklace. They are standing in front of a window with blinds. The person is speaking, and the text on the screen reads ""wie ich in die Deutsche abprüfung reiß gehe am."" The person is gesturing with their hands, possibly emphasizing a point in their speech. The background includes a couch and a picture frame. The person appears to be in a casual setting, possibly in a living room or a similar space.",Entertainment & Shows
7343754603927850245,"The video features a person wearing a black shirt with a white collar, standing in front of a background that includes a large building and a person holding a Palestinian flag. The person is making various hand gestures, including pointing upwards and holding their hand near their face. The text ""FREE PALESTINE"" is displayed at the top of the screen. The video is part of a series of posts with the same background and text, suggesting a theme of support for Palestine.",Politics
7376774039899082027,"The video shows a group of elderly people in wheelchairs in a museum, with some of them holding objects like a drum and a cane. The text on the screen reads ""This art installation lets elderly world leaders roam around a museum in electric wheelchairs."" The video also mentions that the artwork is called ""Old People's Home"" and is a 2007 artwork by Sun Yuan and Peng Yu, currently on show at the Borster Commerce Pinot Collections The World As It Goes exhibition in Paris. The work consists of 13 realistic sculptures of OAPs that look suspiciously similar to world leaders, dictators, politicians and religious and military figures from recent history, seemingly left to battle",Science & Technology
7330624658686954795,"A person wearing a bright pink shirt is standing in front of a red-tinted background with shelves of decorative items. The person is gesturing with their hands and appears to be speaking or reacting to something. The video is divided into two sections, with the left side showing a news article about Trump's behavior towards the American hostages and the right side showing a different news article about Trump's behavior towards the American hostages. The text at the top of the video reads ""That's his supporters Booing m & I ❤️ that 4 min"" and the text at the bottom of the video reads ""Trump booed loring about the American hostages USA!",Politics
7386641138611981601,"The video features a person wearing a black military-style uniform with gold accents, including a cap, gloves, and a belt. The person is seen adjusting their uniform and making hand gestures. The background is plain and light-colored. The person's hair is styled in a way that resembles a military uniform. The video also includes text overlays with the name ""sa_kurosaki"" and the phrase ""I put makeup for my grandfather.""",Fashion
7357035995667107114,The video shows a woman in a black t-shirt with a colorful design and blue jeans standing in a fast food restaurant. She is holding a drink with a straw and a cup with fruit and a straw. She is talking to the camera and appears to be explaining something. The background shows the restaurant's menu board with various drink options. The woman then takes a drink from the cup and continues to talk to the camera. She then picks up a drink from the counter and takes a drink from it. She then puts the drink down and continues to talk to the camera. She then picks up a drink from the counter and takes a drink from it. She then puts the drink down and continues to,Entertainment & Shows
7295860137162591519,"The video features a person wearing a plaid shirt, speaking in front of a blue-lit background. The person discusses various historical and political topics, including the treatment of indigenous people, the justification of violence, and the impact of colonialism. The person expresses frustration with the way people justify violence and the injustices committed by powerful groups. The video concludes with a message about the importance of recognizing power imbalances and the need for accountability.",Politics
7343605850105318658,"The video showcases a piano with a dark blue hue, illuminated by a spotlight. The piano keys are white and black, and the video captures the hands of a person playing the piano. The hands move gracefully across the keys, creating a beautiful and mesmerizing visual. The video is a testament to the beauty of music and the skill of the pianist.","Music, Singing, & Dancing"
