video_id,summary,category
7383627859803393313,"The video features a man in a white polo shirt sitting at a desk in an office setting. He is surrounded by stacks of books and papers, and there is a computer monitor in the background. The man is seen speaking and gesturing with his hands, and the text on the screen changes as he speaks, indicating different topics he is discussing. The man is seen making various hand gestures, such as pointing his finger, clapping his hands, and holding a pen. The text on the screen changes to reflect the man's speech, such as ""A ENCORE"", ""SON PORTRAIT"", ""LE SUCCESS"", ""LE SANTALET"", ""LE SANTAL",1. News
7366011789085035809,"The video features a man in a dark suit, a pink tie, and brown shoes standing at a podium with a microphone. He is holding a cane and appears to be giving a speech or presentation. The podium has the letters ""CDU"" on it. The background is a large blue screen with the words ""tungführung führung"" and ""tungführung führung führung führung führung führung führung führung führung führung führung führung führung führung führung",Politics
7320342127790148907,"The video ends with the police officer standing in front of a wall of blue lockers, looking at the camera with a serious expression. The text ""TYRANT COPS MAKE A BIG MISTAKE"" is displayed at the bottom of the screen, indicating that the officer is expressing frustration or disappointment with the situation.",Science & Technology
7394913119375527210,"The person in the video is expressing their frustration and disbelief at the lack of accountability for war crimes committed by individuals with large followings. They argue that the number of people killed or detained is not the only factor in determining whether someone is a war criminal, and that the context and the scale of the atrocities committed should also be considered. They criticize the person who posted the video for their lack of understanding of the scale of the atrocities committed by these individuals and for their failure to acknowledge the scale of the crimes.",Politics
7309290162540858667,"The video is a news report about a massive home explosion in Arlington, Virginia, outside the Capitol. Police were at the scene for hours trying to execute a search warrant. The explosion caused massive damage to the house, and human remains were found inside. The suspect, 56-year-old James Yu, refused to surrender and discharged several rounds from a firearm as officers closed in. The FBI and ATF were on the scene, and authorities believe the suspect was at the house when the explosion occurred. The suspect was inside the residence at the time of the explosion and is presumed deceased. The report also mentions a deleted LinkedIn page containing paranoid conspiracy theories about the suspect.",News
7380812058167708960,"The video is a series of interviews with two individuals, Jude Bellingham and Joachim Löw, discussing their experiences and opinions on playing for different teams in Germany and England. The video is divided into two sections, one for each country, with each section featuring a series of text boxes and interviews. The text boxes contain quotes from the individuals, and the interviews are interspersed with images of the individuals. The video concludes with a summary of the differences between playing for England and Germany, with the individuals expressing their opinions on the challenges and opportunities of playing for each country.",Sports
7368596585594359083,"The video is a commentary on the political situation in Germany, specifically focusing on the far-right party Alternative for Germany (AFD). The video discusses the party's radical anti-immigration stance and its challenges in the face of opposition from the Federal Office for the Protection of the Constitution (BFV). The video also highlights the party's challenges in the face of criticism for what some take as, let's just say, Nazi-esque takes. The video concludes with a call to action for viewers to stay informed about the situation and to support the efforts of the BFV in monitoring the AFD.",Politics
7317451980497046826,"The video presents a series of facts about the Church of Scientology, focusing on the death of its founder, L. Ron Hubbard. The video is divided into two sections, each containing a different fact about the church. The first section is dedicated to the death of L. Ron Hubbard, stating that his death was officially ruled an accident and that his body was severely dehydrated, underweight, and covered in hundreds of cockroach bites. The second section is dedicated to the death of his son, who was highly critical of the church and claimed that black magic was its inner core. The video also includes quotes from former Scientology members, including Leah Remini, who describe the church as too crazy",Science & Technology
7346304747646848288,"The video shows a group of people in a store, trying to find a product. They are holding a long object, possibly a broom, and searching the shelves. The text in the video says ""Ай, любить ня робота, та і я роботу Кажду божу днину тружу, та іще у суботу Ай, каже гоя, сара, кудана, гова Музика"" which translates",Science & Technology
7326266761773436166,"The video features a person sitting in a room with a guitar in the background. The person is wearing a black shirt with white text on it. The person is speaking in Turkish, and the text on the screen reads ""Santında Necatiyonu kullanıkla kullandıktan sonra söylemeye hazanmıştık."" This translates to ""After using Necatiyon, I became lazy."" The person is gesturing with their hands while speaking, and the scene is set in a casual, homey environment.",1. News
7386716685945900320,A man in a suit and tie is walking down a hallway. He is holding a bag. He is followed by a woman in a white dress. They are walking towards a crowd of people. The crowd is cheering and waving their arms. The man in the suit and tie is smiling and waving back.,Science & Technology
7344108969151008001,"The video shows a group of people at a formal event, with some of them holding drinks and others engaged in conversation. The guests are dressed in formal attire, and the event appears to be a celebration or gathering. The atmosphere is festive and social, with people mingling and enjoying the occasion. The guests are seated at tables, with some standing and others sitting, all dressed in formal attire. The event is well-attended, with many guests present. The guests are engaged in conversation and enjoying the occasion. The atmosphere is festive and social, with people mingling and enjoying the occasion. The guests are dressed in formal attire, and the event appears to be a celebration or gathering. The atmosphere",Relationship
7375847354341068065,"The video captures the excitement and energy of a large crowd at a music festival. The stage is brightly lit with green and red lights, and the crowd is waving flags and signs. The crowd is diverse, with people of all ages and races. The stage is set up with a large screen displaying a message about the protests against the government's funding of white supremacy. The crowd is engaged in the performance, waving flags and signs, and singing along to the song. The atmosphere is festive and patriotic, with the crowd waving flags and signs in support of the cause. The stage is set up with a large screen displaying a message about the protests against the government's funding of white supremacy. The crowd is",1. News
7309888375023045931,A man wearing a blue jacket with the NFL logo and a maroon hat is standing in a workshop. He is speaking to the camera and using a red and white text overlay to explain his actions. He is trying to protect himself and others from being charged by the Department of Justice for participating in the January 6th insurrection. He is also trying to protect himself and others from being charged by the Department of Justice for participating in the January 6th insurrection. He is using his money to protect himself and others from being charged by the Department of Justice for participating in the January 6th insurrection.,Politics
7324688586807201070,"The video shows a person sitting in a classroom, wearing a white sweater and a beige scarf. The person is holding a pencil and appears to be writing something on a piece of paper. The classroom is filled with books and papers, and there are posters on the walls. The person is trying to figure out what their student is writing, but they are not able to read the writing.",Science & Technology
7323395108378840351,"A person is dancing in a hallway. The person is wearing a gray sweater and black pants. The hallway is decorated with a Christmas tree and a mirror. The person is performing a series of movements, including jumping and spinning.",1. News
7357381570371603717,"The video features a series of scenes with a person wearing a beige jacket and a white shirt. The person is seen dancing in a room with white walls and a door in the background. The person is also seen making various hand gestures, such as pointing and holding up fingers. The person is also seen making a peace sign with their fingers. The person is seen making a face with their fingers, and the person is seen making a face with their fingers. The person is seen making a face with their fingers, and the person is seen making a face with their fingers. The person is seen making a face with their fingers, and the person is seen making a face with their fingers. The person",1. News
7348462120817790240,A man in a blue jacket is standing in a grocery store. He is holding a box of Cathedral City cheese. He is looking at the box and smiling. He is holding the box of Cathedral City cheese and smiling.,Science & Technology
7331415226442730757,"The video captures a lively and energetic performance by a group of individuals, each wearing colorful and stylish outfits. The stage is illuminated with vibrant lighting, creating a dynamic and engaging atmosphere. The performers are seen engaging with the audience, performing choreographed routines, and interacting with each other. The video concludes with the performers celebrating their success, with one individual holding up a microphone and another raising their arms in triumph. The overall tone of the video is one of celebration and triumph, as the performers express their joy and accomplishment.","Entertainment & Shows

The video is a performance by a group of people, who are dancing and singing on a stage. The performance is energetic and lively, with the dancers moving around the stage and engaging with the audience. The background is colorful and vibrant, with the dancers wearing various outfits and accessories. The video is"
7397967668248120622,"The video showcases a person with long, wavy hair wearing green earrings and a black shirt. The person is in a room with a sign that reads ""I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm a girl, I'm",Beauty Care
7395692426888891679,"The video features a person wearing a yellow shirt with colorful floral patterns. The person is seen in various settings, including a crowded room, a stage, and a room with a blue wall. The person is also seen holding a microphone and speaking into it. The person is seen making various gestures and expressions, such as raising their hand, pointing, and smiling. The person is also seen holding a sign that says ""KamalaHarris.com"" and ""We choose freedom."" The person is seen in various settings, including a crowded room, a stage, and a room with a blue wall. The person is also seen holding a sign that says ""KamalaHarris.com""",Politics
7351137146004114693,"A soccer match between two teams, one in blue and the other in yellow. The blue team is led by a player in a blue uniform with the number 21 on the back. The yellow team is led by a player in a yellow uniform with the number 2 on the back. The blue team scores a goal, and the yellow team celebrates. The blue team then scores another goal, and the yellow team celebrates again. The blue team then scores a third goal, and the yellow team celebrates again. The blue team then scores a fourth goal, and the yellow team celebrates again. The blue team then scores a fifth goal, and the yellow team celebrates again. The blue team then scores",Sports
7375972216707484960,"The video begins with a man standing in front of a whiteboard with a list of six points. The first point is to deliver economic stability, the second is to cut NHS waiting times, the third is to launch a new Border Security Command, the fourth is to set up Great British Energy, the fifth is to crackdown on antisocial behaviour, and the sixth is to recruit 6,500 new workers. The man then walks away from the whiteboard and the video ends with him standing alone in front of the whiteboard.",Science & Technology
7311332422077975840,"A group of people, including a woman in a white and black patterned coat, a man in a purple jacket, and a man in a white shirt, are standing in front of a white fence. The woman is holding a piece of paper. The man in the purple jacket is talking to the man in the white shirt. The man in the white shirt is looking at the woman. The woman is looking at the man in the white shirt. The man in the purple jacket is talking to the man in the white shirt. The man in the white shirt is looking at the woman. The woman is looking at the man in the white shirt. The man in the purple jacket is talking to the man",Drama
7368121296154086688,"The video shows a table full of food and drinks, with a person standing next to it. The person is wearing a dark sweater and is talking to the camera.",Science & Technology
7307346522234998049,"A woman is sitting on a white couch in a living room. She is wearing a dark blue shirt and has long dark hair. She is talking to the camera and saying, ""I love to watch The Kardashian.""",1. News
7323131799310306590,Jeff Bezos interview on Amazon in 2000,Science & Technology
7333801200875261185,"The video is a promotional segment for Comedy Central's The Daily Show, which airs on Mondays at 11 on Comedy Central and is available for streaming the next day on Paramount+. The segment is designed to highlight the show's critical commentary on the current political situation, which is described as a ""debacle"" and a ""second term we can all agree on."" The video features a series of frames with the text ""An Election Year Guaranteed To Divide Us"" and ""A Second Term We Can All Agree On"" to emphasize the show's focus on the political divide. The final frame features the Comedy Central logo and the show's airing schedule.",1. News
7292568999932529963,"The video showcases the Obama daughters, Malia and Sasha, engaging in various health-promoting activities. The video captures them walking in different settings, including a park and a beach, emphasizing the importance of outdoor exercise for their well-being. The video also highlights their commitment to a healthy lifestyle, with Malia taking yoga classes and Sasha dancing. The video concludes with a message encouraging viewers to follow the Obama family's example and prioritize their health and fitness.",Fitness & Health
7396382918039457041,"The video depicts a conversation between a man and a woman in a modern, well-lit room with a neutral color scheme. The woman, wearing a white shirt with red text and blue jeans, is sitting on the floor, while the man, also in a white shirt, is sitting on a bed. The woman is making various gestures and expressions, while the man listens and responds. The text in the video is in Russian, with the woman expressing her thoughts and feelings about the man's actions. The man's responses are also in Russian, and the text indicates his reactions to the woman's statements. The video concludes with the woman making a final gesture, and the man responding with a final statement",Family
7349706117166959879,"The video features a bald man wearing a yellow shirt standing in a jungle setting. He is speaking to the camera and providing updates about his experience in the jungle. The man expresses his nervousness and excitement about being in the jungle, mentioning that he is normally a planner and control freak but is not prepared for the unexpected challenges that come with being in the jungle. He also mentions that he is along for the ride and hopes that his experience will be easy. The man concludes by saying that he is ready for the adventure and will see everyone in the jungle.",1. Science & Technology
7355938811429260550,"The video features a person wearing headphones and a black top with floral patterns. The person is speaking and reacting to the song lyrics, expressing frustration and sadness. The person is also reacting to the song lyrics, saying they are glad and that the song is amazing. The person is also reacting to the song lyrics, saying they are glad and that the song is amazing. The person is also reacting to the song lyrics, saying they are glad and that the song is amazing. The person is also reacting to the song lyrics, saying they are glad and that the song is amazing. The person is also reacting to the song lyrics, saying they are glad and that the song is amazing. The person is also","Music, Singing, & Dancing"
7276776260431367467,"The video showcases a man in a suit and tie, holding a silver microphone. He speaks about his experiences as an SS colonel, mentioning the approval of the OSS for his actions and the placement of dynamite in the opera box of Hitler and Goebbels. He also requests the Congressional Medal of Honor for his service and the establishment of his full citizenship in the United States of America. The man expresses his desire for the United States to purchase property for him on Nantucket Island as a reward for his efforts in bringing down the Third Reich.",1. News
7333721172363922734,"The video shows a person standing in a parking lot next to a black Toyota SUV. The person is wearing a blue shirt, beige pants, and black shoes. The person is holding a water bottle and appears to be talking to the camera. The person is trying to get the attention of the camera, but the camera keeps moving away. The person is also trying to get the attention of the camera by waving their hand. The person is trying to get the attention of the camera, but the camera keeps moving away. The person is trying to get the attention of the camera, but the camera keeps moving away. The person is trying to get the attention of the camera, but the camera keeps",1. News
7360919706913525035,"The video is a call to action for viewers to help save Moe, who is separated from his family and is in danger. The video urges viewers to donate and make a video about Moe to help him reach his goal. The video also emphasizes the urgency of the situation, as Moe's family is in danger and needs to be rescued as soon as possible.",Science & Technology
7374137745364602155,"Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom,",1. News
7362611852360174881,"The video begins with a black screen displaying the text ""4TO ЛОВОВЬ выяза РЕРЕТАКИ"" in white letters. The scene then transitions to a dark, nighttime setting with a red car driving down a road. The text ""КОТОМ"" appears in white letters on the screen. The car continues to drive down the road, and the text ""МЕНИ"" appears in white letters on the screen. The car then stops, and the text ""КОТОМ""",1. News
7317764806767922475,"The video features a woman and a child playing in a snowy forest. The woman, wearing a leopard print top and leggings, is seen holding a bucket of water and using it to cool the child, who is wearing a blue and white patterned outfit. The woman also uses a black bucket to scoop water from the bucket and pour it over the child. The child is seen playing in a plastic container filled with water. The woman and child are both laughing and enjoying the water play. The woman also uses a black bucket to scoop water from the bucket and pour it over the child. The child is seen playing in a plastic container filled with water. The woman and child are both laughing and enjoying",Science & Technology
7385499788764040481,"A person is holding a Kinderriegel in their hand. The person is then shown cutting the Kinderriegel into smaller pieces. The person is then shown holding the Kinderriegel in their hand again, but this time, the Kinderriegel is much smaller and has been cut into many pieces. The person is then shown holding the Kinderriegel in their hand again, but this time, the Kinderriegel is much smaller and has been cut into many pieces. The person is then shown holding the Kinderriegel in their hand again, but this time, the Kinderriegel is much smaller and has been cut",Science & Technology
7393839173922327841,"The video is a screenshot of a political polling app. The app is displaying a map of the United States, with each state colored in blue or red. The map is divided into two sections: the left side is blue and the right side is red. The blue section is labeled ""Joe Biden"" and the red section is labeled ""Donald Trump"". The app is showing the results of the 2020 presidential election, with the blue section showing the results for Joe Biden and the red section showing the results for Donald Trump. The app is also showing the number of votes for each candidate, with the blue section showing 534,444 votes for Joe Biden and the",Politics
7288048371019926814,"The video shows a woman standing outside in a cold room. She is wearing a white shirt and has long dark hair. The room is dimly lit, and the temperature is around 65-70 degrees. The woman is holding a thermometer and appears to be checking the temperature.",Science & Technology
7353311795374738721,"The video features a person wearing a gray hoodie and black pants, sitting on the floor in a room with a brick wall and a window. The person is holding their knees with both hands and appears to be in a state of contemplation or frustration. The text overlay on the video reads ""Pou: t'en assez de masquer, tu n'as vous avec moins de 2000 euros, mais tu as d'autres vos avec moins de 2000 euros, mais tu as d'autres vos avec moins de 2000 euros, mais tu as d'aut",1. News
7373916497896377617,"A person is preparing a dessert. They are using a whisk to mix a white creamy mixture, which is then poured into a bowl. The person is also using a spatula to spread the mixture evenly. The person then uses a spatula to spread the mixture onto a pie crust. The person then uses a knife to cut the pie crust into slices. The person then uses a spatula to spread the pie crust onto the pie crust. The person then uses a knife to cut the pie crust into slices. The person then uses a spatula to spread the pie crust onto the pie crust. The person then uses a knife to cut the pie crust into slices. The person then uses a spatula",Science & Technology
7331551109649059115,"The video features a black cat playing a violin. The cat is shown in various positions, including standing, sitting, and lying down, all while playing the instrument. The cat's movements are fluid and graceful, showcasing its natural grace and agility. The cat's fur is matted and shiny, adding to the overall aesthetic of the video. The background is dark, which emphasizes the cat's movements and the instrument. The cat's eyes are wide open, giving the impression that it is deeply focused on the music. The video ends with the cat still playing the violin, as if it has just finished a performance.",Science & Technology
7340766599860849926,"The video features a man in a military uniform speaking at a press conference. The man is wearing a dark blue uniform with various medals and badges on his chest. He is standing in front of a backdrop that reads ""The Pentagon Washington"" and ""U.S. Air Force Brigadier General Patrick Ryder."" The man is speaking into a microphone and gesturing with his hands as he talks. The video is taken from a news broadcast, as indicated by the text ""Global News"" and the logo of the news channel. The man's speech is about the situation in Ukraine and the efforts to provide assistance to the country.",Science & Technology
7287998089279917345,"The video begins with a person standing on a paved path in a park-like setting. The person is wearing a black jacket and a white shirt with a black design. The person is holding a smartphone and appears to be speaking, possibly giving advice on how to save money by shopping on Amazon. The person then walks away from the camera, leaving the path behind.

The video then transitions to a computer screen displaying the Amazon website. The screen shows a list of products available on Amazon Outlet, which are discounted items. The person scrolls through the list, highlighting the discounted items. The person then provides tips on how to find discounted items on Amazon Outlet, suggesting that it's a good",Science & Technology
7296461109572275488,"The video features a series of interviews with Trump supporters who express their disagreements with Trump on various issues, particularly their opposition to unions. The interviews are conducted outdoors, with the participants wearing red and gray jackets and holding microphones. The participants discuss their views on Trump, mentioning their disagreements with him and their support for unions. The video concludes with a final interview where the participant expresses their disagreement with Trump's policies on unions and their support for unions.",Politics
7149700277782760746,"The video shows a person lying on a bed with pink lighting. The person has long hair and is wearing a black shirt. The person is lying on their side, and the bed is covered with a gray blanket. The person is holding a black cat in their arms. The person is talking to the camera, and the text ""I like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like like",Science & Technology
7373730224879521056,"The video features a series of images showcasing a tiger in various states of action. The first image shows the tiger in a dynamic pose, its body coiled with energy. The second image captures the tiger in a more relaxed stance, its body relaxed and its head lowered. The third image shows the tiger in a fierce stance, its mouth open and its teeth bared. The fourth image depicts the tiger in a calm and composed stance, its body relaxed and its head lowered. The fifth image shows the tiger in a dynamic pose, its body coiled with energy. The sixth image captures the tiger in a more relaxed stance, its body relaxed and its head lowered. The seventh image shows the tiger in",Entertainment & Shows
7366561209996332320,"A person with long, dark hair wearing a white shirt is sitting in a room with a yellow wall. The person is talking to the camera and gesturing with their hands. The person is wearing a gold bracelet and has a gold ring on their finger. The person is holding a black object in their hand. The person is wearing a gold ring on their finger. The person is holding a black object in their hand. The person is wearing a gold ring on their finger. The person is holding a black object in their hand. The person is wearing a gold ring on their finger. The person is holding a black object in their hand. The person is wearing a gold ring on their finger.",Drama
7195058735914519809,"The video shows a large, white, cloud-like explosion occurring in a construction site. The explosion is massive and covers a large area of the site. The explosion is accompanied by a lot of smoke and dust. The scene is chaotic and the construction site is in disarray. The explosion is happening in a large, open area with a lot of buildings in the background. The buildings are tall and white, and the explosion is causing a lot of damage to the buildings. The explosion is happening in a large, open area with a lot of buildings in the background. The buildings are tall and white, and the explosion is causing a lot of damage to the buildings. The explosion is happening in a",Science & Technology
7108772250320473349,"The video features a woman with long blonde hair wearing a red and white striped shirt. She is standing in front of a scenic view of the Greek island of Paros, with the sea, rocks, and white buildings in the background. The woman is speaking and gesturing with her hands, providing information about the island's attractions and activities. The video includes a series of numbered points, each corresponding to a different activity or attraction on the island. The woman encourages viewers to follow for daily Greece travel tips and to visit the places she mentions. The video ends with a message encouraging viewers to make a part two and to follow for more travel tips.",Travel & Events
7345205332383108394,"The video depicts a chaotic situation in Haiti, with the country on the verge of collapse. The government has lost all credibility and power, and gangs have nearly overrun the capital. The U.S. has ruled out using troops to restore order and has called on the Prime Minister to commit to a transitional government and set up elections. Meanwhile, the U.S. has agreed to finance the deployment of a thousand Haitian police officers, but the plan continues to be delayed. The U.S. Security Council has urged Haiti's gangs to immediately cease their actions, and the U.S. is meeting with Caribbean nations at an emergency meeting in Jamaica. The situation is described as a catastrophic humanitarian crisis",News
7349023065575083306,"A woman is standing in a large room with a crowd of people. The woman is wearing a red shirt and is holding a sign that says ""Stop the genocide!"" The woman is standing in front of a podium with a sign that says ""Stop the genocide!"" The woman is also holding a sign that says ""I am an Israeli, and I am telling you, the genocide is real!"" The woman is also holding a sign that says ""I am an Israeli, and I am telling you, the genocide is real!"" The woman is also holding a sign that says ""I am an Israeli, and I am telling you, the genocide is real!"" The woman is also holding a sign that says",Politics
7346235933882076448,A man is using a blue and yellow tool to work on a wooden post in a field.,1. News
7293441357169937666,"The video features a series of animated characters in various poses in front of different cars. The characters are depicted in a school uniform, with one character wearing a sailor-style outfit. The cars are all different colors and have different designs, including a white car with a black and red design, a blue car with a white and red design, and a black car with a white and red design. The characters are seen running in front of the cars, with one character running in front of the white car and another character running in front of the blue car. The video ends with the characters running in front of the black car with a white and red design.",1. News
7325205573941710111,"A person wearing a black shirt with a picture of a man on it. The person is sitting in a room with a dark background. The person is talking to the camera and saying, ""I've only recorded during daylight hours so it's really quiet."" The person then says, ""I've only recorded during daylight hours so it's really quiet."" The person then says, ""I've only recorded during daylight hours so it's really quiet."" The person then says, ""I've only recorded during daylight hours so it's really quiet."" The person then says, ""I've only recorded during daylight hours so it's really quiet."" The person then says, ""I've only recorded during daylight hours",Science & Technology
7359943972216638736,"The video shows a large group of people marching down a city street. The people are holding signs and banners that read ""Palestina"" and ""Widerstand ist Völkerrecht!"" (Palestinian resistance is international law). The police officers are trying to keep the peace and prevent violence. The people are wearing different types of clothing, including jackets, sweaters, and hats. The police officers are wearing black uniforms and carrying shields. The people are marching in a line, and the police officers are walking alongside them. The people are holding signs and banners that read ""Palestina"" and ""Widerstand ist Völkerrecht!"" (Palestinian resistance is",15. Travel & Events
7384186520351083781,"Я такий час не забираю родителя, не забираю родителя, не забираю родителя, не забираю родителя, не забираю родителя, не забираю родителя, не забираю родителя, не забираю родителя, не забираю","Я не забираю її вкладами, не забираю її вкладами, не забираю її вкладами"
7357063093962214689,"The video features a person with curly hair wearing a black jacket with a green logo. The person is seen making various gestures and expressions, including covering their eyes and mouth, as if they are reacting to something. The person is also seen holding a pearl necklace and making hand gestures. The background is a plain wall with a window blind. The person is seen in different positions throughout the video, including sitting and standing. The text on the screen changes throughout the video, indicating different reactions and emotions.",1. News
7343754603927850245,"The video is a series of images that depict a person wearing a black outfit and a white shirt with a green and white scarf on their head. The person is holding a flag with a green, white, and black design. The background features a large building with a dome and a flagpole with a flag. The person is making various gestures, including raising their fist, pointing, and holding a book. The text ""FREE PALESTINE"" is prominently displayed at the top of the images. The person appears to be expressing a strong message of support for Palestine.",15
7376774039899082027,"The video shows a group of elderly people in wheelchairs, some of whom are holding objects like a cane, a hat, and a sword. The people are dressed in various outfits, including suits, robes, and military uniforms. The video also shows a group of people sitting in chairs, some of whom are holding objects like a cane, a hat, and a sword. The people are dressed in various outfits, including suits, robes, and military uniforms. The video also shows a group of people sitting in chairs, some of whom are holding objects like a cane, a hat, and a sword. The people are dressed in various outfits, including suits, robes, and military uniforms. The video",Science & Technology
7330624658686954795,"I missed that. You know, it doesn't happen very much. It used to happen all the time, right? These are misguided people. These are misguided people. We're never going back to the days of globalist rhinos who promised border security before the election. Remember that? Border security. We had the safest border in the history of our country, and now we have the...",Politics
7386641138611981601,The video starts with a person wearing a brown jacket and a blue checkered shirt. The person is holding a makeup brush and applying makeup to their face. The person then puts on a black outfit with a white collar and a black hat with a white band. The person is then shown in a black outfit with a white collar and a black hat with a white band. The person is then shown in a black outfit with a white collar and a black hat with a white band. The person is then shown in a black outfit with a white collar and a black hat with a white band. The person is then shown in a black outfit with a white collar and a black hat with a white band,1. News
7357035995667107114,"The video shows a woman in a black shirt with the words ""Tropical Fruit"" on it. She is standing in front of a counter with a drink menu on it. She is holding a drink with a straw and a spoon in it. The counter is filled with various drinks and straws. The woman is talking to the camera and appears to be explaining something about the drinks. The video ends with the woman walking away from the counter and leaving the counter.",Science & Technology
7295860137162591519,"The video features a person wearing a plaid shirt speaking in front of a blue-lit background. The person discusses various topics related to genocide, indigenous people, and the unaliving of children. The person emphasizes the importance of holding people with power accountable and reminds viewers that these feelings of righteousness can lead to the unaliving of children. The person also mentions that Palestine did something, and that it's bad when Israel does it. The person encourages viewers to remember that these feelings of righteousness are usually the cause of the unaliving of children.",1. News
7343605850105318658,"A close-up of a black grand piano with white keys and a shiny surface. A pair of hands are playing the piano, moving up and down the white keys. The hands are white and the keys are black. The hands are moving slowly and deliberately. The background is dark and out of focus. The hands are moving up and down the white keys. The hands are moving slowly and deliberately. The background is dark and out of focus. The hands are moving up and down the white keys. The hands are moving slowly and deliberately. The hands are moving up and down the white keys. The hands are moving slowly and deliberately. The hands are moving up and down the white keys. The hands",Science & Technology
7380730540061691178,"The video begins with a black screen that gradually reveals the text ""hulu"" in green letters. The text then changes to ""hulu originals"" as the screen darkens. The word ""hulu"" is followed by the word ""originals,"" and the screen fades to black. The word ""hulu"" is then followed by the word ""originals"" in green letters, and the screen fades to black again. The word ""hulu"" is followed by the word ""originals"" in green letters, and the screen fades to black once more. The word ""hulu"" is followed by the word ""originals"" in green letters, and the screen","Science & Technology

Video Description: The video starts with a black screen that gradually reveals a green and black gradient background with the text ""hulu"" in green letters. The text ""hulu"" is then removed, leaving only the green gradient background. The text ""hulu"" reappears in green letters,"
