video_id,summary,category
7386716685945900320,"The video begins with a man in a suit and tie walking through a stadium, with a crowd of people in the background. The man is then seen sitting in the stands, surrounded by other people. The video continues with the man standing up and walking towards the front of the stadium, where he is greeted by a crowd of people. The man then walks towards the front of the stadium, where he is greeted by a crowd of people. The video ends with the man standing in the stands, surrounded by other people.",1. News
7344108969151008001,"The video shows a group of people at a wedding reception. The guests are seated at tables with white tablecloths and gold-rimmed glasses. The tables are decorated with gold-rimmed candle holders and floral arrangements. The guests are dressed in formal attire, with some wearing suits and others in dresses. The atmosphere is festive and celebratory. The video also includes text overlays that read ""Dianan really likes cookies | guess"" and ""2/8"".",Entertainment & Shows
7375847354341068065,"The video showcases a large crowd gathered at a concert at Hins Hall in Germany. The stage is brightly lit with green and red lights, and the crowd is enthusiastic, with many people raising their hands and cheering. The text ""Hins Hall in Germany"" appears at the top of the screen, and the text ""Say Free Free Free Palestine"" appears at the bottom, indicating the theme of the concert. The crowd is diverse, with people of various ages and races, and they are all engaged in the performance. The atmosphere is lively and energetic, with the crowd's excitement palpable. The video captures the energy and excitement of the concert, with the crowd's reactions and the stage's lighting",News
7309888375023045931,"The video features a person wearing a blue jacket with a red and white logo on the front, standing in front of a pegboard wall with various tools hanging on it. The person is wearing a beanie and has a beard. The video includes text overlays with different messages, such as ""don't speak,"" ""don't speak,"" ""don't speak,"" ""don't speak,"" ""don't speak,"" ""don't speak,"" ""don't speak,"" ""don't speak,"" ""don't speak,"" ""don't speak,"" ""don't speak,"" ""don't speak,"" ""don't speak,"" ""don't speak,"" ""don't speak,"" ""don't speak,"" ""don",Sports
7324688586807201070,"The video shows a person sitting in a classroom, wearing a white sweater and a beige scarf. The person is looking at a piece of paper in front of them. The background shows a window with a view of trees outside, and there are some books and other items on a desk. The person appears to be talking or thinking about something, as they are gesturing with their hands. The video also includes text at the top of the screen that reads ""Last night I dreamed I was a bottle of ketchup. And you a mustard. Which is weird, cause usually your mayonnaise in my dreams. Well I suppose that is."" This text suggests that the person is sharing",1. News
7323395108378840351,"The video shows a person dancing in a hallway. The person is wearing a gray sweatshirt and jeans. The hallway is decorated with Christmas ornaments and a Christmas tree. The person dances energetically, moving their arms and legs in various directions. The video ends with the person standing still, looking around the hallway.","3. Music, Singing, & Dancing"
7357381570371603717,"The video shows a group of people dancing in a living room. One person is wearing a beige jacket and white shirt, while the others are dressed in various outfits. The person in the beige jacket is speaking and gesturing with their hands. The text on the screen reads, ""I want to flirt with finance BS, but if you can't use Excel, get them a job at Goldman Sachs, or help them commit large-scale securities fraud, I guarantee they won't be interested.""",1. News
7348462120817790240,The video shows a man in a blue jacket shopping in a grocery store. He is looking at a shelf of cheese products and picking up a box of Cathedral City cheese. The video shows the man holding the box of cheese and looking at it. The video also shows the man looking at other cheese products on the shelf. The video ends with the man looking at the camera.,Entertainment & Shows
7331415226442730757,"The video showcases a vibrant and energetic performance by a group of individuals, likely a band or a group of dancers, on a stage with a dynamic and colorful background. The stage is illuminated with various colored lights, creating a visually striking atmosphere. The performers are dressed in a variety of outfits, including camouflage jackets, white shirts, and red jackets, and are seen dancing energetically, with some holding microphones and others engaging in synchronized movements. The video captures the energy and excitement of the performance, with the performers moving in sync and creating a lively and engaging atmosphere.","Music, Singing, & Dancing"
7397967668248120622,"The video showcases a person with long hair, wearing a black shirt and green cactus earrings, in a room with a bed and a door in the background. They are holding a pink box with a white label and a white lid, which they open to reveal a variety of makeup products. The person is seen applying makeup, including a pink blush and a brown eyeshadow, and using a small brush to apply the eyeshadow. They also use a small brush to apply a white powder to their face. The person is seen holding a small pink box with a white label and a white lid, which they open to reveal a variety of makeup products. They are seen applying makeup,",Beauty Care
7395692426888891679,"The video starts with a person wearing a colorful shirt with floral patterns, standing in front of a background with a person holding a camera. The scene transitions to a close-up of the same person, followed by a view of a cityscape at sunset. The person is then shown in front of a crowd, with the text ""What kind of country do we want to live in?"" appearing on the screen. The person is then shown in front of a large screen displaying a picture of a person in a suit, with the text ""We choose freedom."" The person is then shown in front of a crowd, with the text ""We choose freedom."" The person is then shown in front of a crowd",Politics
7351137146004114693,"The video captures a thrilling soccer match between two teams, one in blue and the other in yellow. The blue team, led by a player named Traut, is on the offensive, attempting to score a goal. The yellow team, led by a goalkeeper named Kuznetsov, is defending. The blue team's player, number 21, is seen sliding on the ground, attempting to block the goalkeeper's view. The yellow team's player, number 10, is seen running towards the goal, attempting to score. The blue team's player, number 21, is seen sliding on the ground again, attempting to block the goalkeeper's view. The",5. Sports
7375972216707484960,"The video is a series of frames showing a person standing in front of a whiteboard with a list of Labour's policy steps for the future. The person is wearing a white shirt and is holding a marker. The background is a red and white flag. The text on the whiteboard reads:

""Thanks for the plug Rishi 😊

Right.

again.

policy.

future.""

The person is pointing at the whiteboard and appears to be explaining the policy steps. The video also includes a text overlay that reads:

""Thanks for the plug Rishi 😊

Right.

again.

policy.

future.""",Politics
7311332422077975840,"The video starts with a woman in a leopard print coat standing in front of a white fence. She is wearing a white top and a necklace with a badge. In the background, there is a person in a purple jacket and a pink tie. The woman is talking to the person in the purple jacket. The scene then transitions to a man in a purple jacket and a pink tie standing in front of a white fence. He is talking to a woman in a leopard print coat. The woman is wearing a white top and a necklace with a badge. The man is holding a badge in his hand. The scene then transitions to a woman in a leopard print coat standing in front of a white fence.",Entertainment & Shows
7368121296154086688,"The video shows a table filled with various dishes, including salads, meats, and side dishes. There are also glasses of drinks and a bowl of soup. A person is standing in front of the table, talking about the meal. The video then cuts to a man standing in a room, talking to the camera.",1. News
7307346522234998049,"The video features a woman sitting on a couch, wearing a dark blue shirt. She is speaking to the camera, and the text overlay on the screen reads, ""me when someone asks me why I love to watch The Kardashians."" The woman appears to be in a casual setting, possibly a living room, and is looking directly at the camera. The video seems to be a humorous take on the popularity of the reality TV show ""The Kardashians,"" as indicated by the text overlay.",8. Entertainment & Shows
7323131799310306590,"The video is a series of clips from a documentary or interview about Jeff Bezos, the founder and CEO of Amazon.com. The video starts with a scene where Jeff Bezos is walking down a hallway in a blue shirt, followed by another man in a gray shirt. The text on the screen reads ""Jeff Bezos Interview 2000"" and ""The 35-year-old founder and CEO of Amazon.com is a billionaire eight times over, all because he saw early on the power of those letters WWW, World Wide Web."" The scene then transitions to a man in a blue shirt sitting in front of a pink background, with the",Entertainment & Shows
7333801200875261185,"The video begins with a dark blue background featuring a world map with a digital texture. The text ""An Election Year Guaranteed To Divide Us"" is displayed prominently in white. The scene transitions to a man in a suit and tie, sitting at a desk with a microphone clipped to his tie. The text ""A Second Term We Can All Agree On"" appears in white. The video then shows a close-up of the man, followed by a title card with the text ""The Daily Show"" in white and yellow, and ""Mondays with Jon Stewart"" in white. The final frames show the Comedy Central logo and the text ""Next Day on Paramount+"" in white.",8. Entertainment & Shows
7292568999932529963,"The video shows a woman walking on a sidewalk, holding a green water bottle and a small object in her hand. She is wearing a black t-shirt with a logo, black shorts, and black sneakers. Another woman is walking beside her, wearing a black sports bra, black leggings, and black sneakers. They are walking on a paved path surrounded by trees and greenery. The video then shows the two women walking on a dirt path surrounded by tall grass and trees. The woman in the black t-shirt and black shorts is holding a green water bottle and a small object in her hand. The woman in the black sports bra and black leggings is holding a white water",Fitness & Health
7396382918039457041,"A man and a woman are sitting on a bed in a modern room. The man is wearing a white t-shirt and black shorts, while the woman is wearing a white t-shirt with red text and blue jeans. The man is holding a remote control and the woman is holding a phone. The man is talking to the woman, and the woman is listening attentively. The man then says something to the woman, and the woman responds. The man then says something to the woman, and the woman responds. The man then says something to the woman, and the woman responds. The man then says something to the woman, and the woman responds. The man then says something to the woman,",Entertainment & Shows
7349706117166959879,"The video features a person standing in a natural setting, surrounded by trees and foliage. The person is wearing a light-colored shirt and is speaking to the camera. The text overlays on the video include phrases such as ""What's up everyone?"", ""It is Frankie Muniz here and I am officially going into the jungle."", ""I don't know how to feel. I'm excited."", ""I'm nervous."", ""You know, I'm normally a very organized and a planner and a control freak and I don't get to control anything here."", ""So I'm along for the ride and, you know, I hope they go easy on me."", and ""That's for sure",1. News
7355938811429260550,A person wearing headphones is sitting in front of a colorful background with a microphone attached to their shirt. They are speaking into the microphone and responding to comments on a video. The comments are displayed on the screen and the person is reacting to them.,"Music, Singing, & Dancing"
7276776260431367467,"The video is a montage of a man speaking into a vintage microphone, with text overlays appearing on the screen. The man is dressed in a suit and tie, and the background is dimly lit, giving the impression of an old-fashioned setting. The text overlays reveal the man's thoughts and desires, such as his desire for a full military pension, the Congressional Medal of Honor, and the acquisition of property on Nantucket Island. The man's expressions and body language convey a sense of determination and resolve as he speaks.",Politics
7333721172363922734,"The video shows a man standing in front of a black Toyota SUV in a parking lot. He is wearing a blue shirt, khaki pants, and black shoes. The man is making various gestures and poses, including pointing, bending, and jumping. The background includes other cars and palm trees. The text ""Toyota could ever"" is displayed at the top of the video, and there is a smiling face emoji. The man appears to be expressing excitement or enthusiasm about the Toyota SUV.",1. News
7360919706913525035,"The video is a series of frames showing a puzzle game with a watermelon pattern. The game is set against a black background with a blue border. The puzzle pieces are arranged in a grid, and the player must move them around to form a complete picture. The text at the top of the screen reads ""USE THESE FILTERS"" and ""EVEN IF IT'S YOURRAFT RACTS BEST VIDEOS SING THEM."" The text at the bottom of the screen reads ""LISTEN!"" and ""USE THESE FILTERS."" The player is trying to solve the puzzle by moving the pieces around.","3. Music, Singing, & Dancing"
7374137745364602155,"The video features a woman in a pink jacket and a man in a black shirt inside a car. The woman is speaking, and the man is listening. The woman says, ""Mom - Date someone who wants you."" The man responds, ""Not my type."" The video ends with the man looking out the window.",1. News
7362611852360174881,"The video begins with a black screen displaying the text ""4TO АЛОВЫБЬ БАБА ПЕРЕРЕСТЕКАЙКОЙ ДУЛЯ"" in white letters, which translates to ""4TO ALOVB BABA PERESTREKAYKY DUYA"" in English. The scene then transitions to a dark background with a red car driving through a city at night, with the text ""КОТОРЫ",1. News
7317764806767922475,"A woman and a child are playing in a snowy forest. The woman is standing in a metal container filled with ice, while the child is sitting in a plastic container filled with water. The woman is holding a black object, possibly a tool, and appears to be using it to break the ice. The child is playing with the water and ice, and the woman is smiling and laughing. The text on the screen says things like ""oh my gosh!"" and ""it's like a slushie,"" indicating that the woman and child are having fun and enjoying the cold weather.",Entertainment & Shows
7385499788764040481,A person is holding a Kinder chocolate bar in their hand. The chocolate bar is white with red and black text. The person is standing in front of a white surface. The person is holding a metal bucket and placing the chocolate bar into it. The person is then seen cutting the chocolate bar into smaller pieces.,Entertainment & Shows
7393839173922327841,"A screenshot of a webpage showing a map of the United States with states colored in blue and red. The map is titled ""2020 Presidential Election"" and shows the number of electoral votes for each state. The map is updated in real-time as the election results change.",Politics
7288048371019926814,"The video shows a person standing outside in front of a house, wearing a white shirt. The person is holding a piece of paper with a comment on it. The comment reads, ""feel like this is the first time I've ever seen someone in a freezing cold environment."" The person is also wearing a nose ring and has rings on their fingers. The video also shows a thermometer outside, which reads 65 degrees Fahrenheit.",1. News
7353311795374738721,"The video features a person sitting on the floor, wearing a gray hoodie and black pants. They are holding their knees with their hands, and the background includes a blanket with a yellow and black pattern. The person appears to be in a relaxed or contemplative state, with their eyes closed and a slight smile on their face. The video does not contain any text or additional visual elements.",1. News
7373916497896377617,"A close-up of a cake with a smooth, glossy chocolate filling and a border of rectangular biscuits. The cake is placed on a white plate with a floral design, and the background features a beige cloth and a red container with the word ""Biscoff"" visible. The video shows the cake being sliced, revealing the filling and biscuits inside. The cake is then drizzled with caramel sauce, and the video concludes with a close-up of the cake being cut, showcasing the rich, creamy filling and the texture of the biscuits.",Entertainment & Shows
7331551109649059115,"The video features a black cat playing a violin. The cat is positioned against a dark background, with its body and head illuminated by a spotlight. The cat's fur is matted and appears wet, suggesting it has been playing for some time. The cat's eyes are wide open, and its mouth is slightly open, as if it is in the middle of a performance. The cat's movements are fluid and graceful, indicating a high level of skill and control. The video does not contain any text or additional objects.",Pets & Animals
7340766599860849926,"The video shows a man in a military uniform standing in front of a backdrop that reads ""The Pentagon, Washington, D.C."" He is wearing a dark blue military uniform with various medals and badges on the left side of his chest. The man is speaking into a microphone, and there is a logo in the top right corner of the video that reads ""CBS NEWS."" The man appears to be giving a speech or statement, as indicated by his hand gestures and the text overlay on the video.",Politics
7287998089279917345,"The video begins with a person standing outdoors, wearing a dark jacket over a white t-shirt with the letters ""AC"" on it. The person is holding a smartphone and appears to be speaking, with text overlaid on the video indicating that they are discussing a way to save money on Amazon. The scene transitions to a computer screen displaying a webpage from Amazon, showing various products and categories. The text overlay continues to emphasize the savings available on Amazon, with the person gesturing towards the screen to highlight the discounted items. The video then shows a close-up of the computer screen, with the text overlay still visible. The person continues to speak, and the video concludes with a close-up",1. News
7296461109572275488,"The video features a series of individuals wearing red ""Make America Great Again"" hats and red jackets with the text ""America Again"" on them. They are standing in front of a backdrop of a parking lot with several vehicles and a building with a sign that reads ""Toyota."" The individuals are engaged in a conversation, with one person holding a microphone with the ""TYT"" logo. The conversation appears to be about unions, with one individual expressing their support for unions and another individual questioning the benefits of unions. The video also includes text overlays with questions and statements about unions, such as ""What do you think of unions?"" and ""Donald Trump does not support unions."" The individuals are",Politics
7149700277782760746,"The video features a person lying on a bed with a cat nearby. The person has long, pink hair and is wearing a white shirt. The room is dimly lit with purple lighting, creating a cozy atmosphere. The person appears to be in a state of relaxation or sleep, with their eyes closed and their head resting on the bed. The cat is sitting on the bed, looking at the person. The video ends with the person's hand resting on their chest, and the cat is still visible in the background.",Pets & Animals
7373730224879521056,"The video features a tiger, depicted in a striking color palette of orange, black, and white stripes, with a blue sword in its mouth. The tiger is positioned on a dark background, and the image is presented in a diamond shape. The tiger's eyes are focused and intense, conveying a sense of power and determination. The sword, which is blue, is held firmly in the tiger's mouth, suggesting a moment of confrontation or battle. The tiger's stance and the positioning of the sword create a dynamic and intense visual.",7. Sports
7366561209996332320,"A person with long, straight, dark hair wearing a white shirt is sitting in a room with a yellow wall and a ceiling light. They are wearing a gold watch on their left wrist and have a gold bracelet on their right wrist. The person is making various hand gestures, including pointing, touching their face, and holding their hands together. They are also wearing a gold ring on their left hand. The person appears to be speaking or expressing something, possibly in a conversation or monologue.",Entertainment & Shows
7195058735914519809,"The video starts with a view of a construction site where a tall building is being demolished. A large crane is visible, and the ground is covered in dirt and debris. The sky is clear, and the sun is shining brightly. The demolition process begins with a large cloud of dust and debris being kicked up by the crane. The camera then pans to show the demolition site from a different angle, revealing more of the surrounding area. The demolition continues, with the crane lifting the building higher and higher. The dust and debris are kicked up into the air, creating a dramatic effect. The camera then pans to show the demolition site from a different angle, revealing more of the surrounding area. The demolition continues",1. News
7108772250320473349,"The video showcases various activities and locations in the Greek island of Paros. It begins with a person standing on a rocky shore, with the ocean and a clear blue sky in the background. The text overlay reads ""5 out of the box activities for your trip to the Greek island of Paros."" The person is wearing a red and white striped shirt. The scene transitions to a different location, showing a narrow street lined with white buildings and blue doors, with the ocean in the background. The text overlay reads ""1. Have a meal in Likes & hiked to Prodromos."" The person is still wearing the same red and white striped shirt. The video then shows a scenic view",Travel & Events
7345205332383108394,"The video starts with a view of the Caribbean Sea and the island of Haiti, with the text ""MARINES DEPLOYED"" appearing on the screen. The scene then shifts to a group of people gathered in a crowded area, with the text ""TO AIRLIFT US."" The focus then moves to a group of people in a rural area, with the text ""AD HAVE JOINED Port-au-Prince."" The scene then shows a crowded street with the text ""SECURITY FORCES."" The video then shows a group of people in a crowded area, with the text ""THE EMBASSY."" The scene then shows a group of people in a crowded area,",Politics
7349023065575083306,"The video shows a large indoor event with a large audience. A person is standing on a balcony, addressing the crowd. The text overlay on the video reads ""In Germayn yell: Jewish defending Palestinians"" and ""Mr. Schze, you cannot talk about democracy."" The person on the balcony is wearing a red shirt and appears to be speaking passionately. The audience is seated in rows of chairs, and the balcony is visible above them. The event appears to be a formal gathering, possibly a political rally or conference. The person on the balcony is gesturing with their hands as they speak, and the audience is listening attentively. The video also includes text overlays that read ""In Germ",Politics
7346235933882076448,The video shows a man in a green jacket and black pants using a blue mechanical device to lift a large log. He is standing on a dirt ground with trees in the background. The man is focused on his task and appears to be exerting effort to lift the log.,1. Sports
7293441357169937666,"The video features a series of animated scenes with a character in a school uniform standing in front of various cars. The cars are modified with aftermarket parts, such as a large rear wing, and the character appears to be interacting with them. The cars are shown in different colors, including orange, white, and blue, and the character is depicted in various poses, including standing and running. The background of the scenes is a parking lot with other cars and buildings. The character's actions suggest a playful or mischievous behavior towards the cars.",1. News
7325205573941710111,"A person wearing a black t-shirt with a picture of a man on it is sitting in a room with a dark background. The person is talking to the camera and making hand gestures. The room has a dresser with a plant on top of it, a mirror, and a door in the background. The person is wearing a black t-shirt with a picture of a man on it. The person is talking to the camera and making hand gestures. The room has a dark background. The person is wearing a black t-shirt with a picture of a man on it. The person is talking to the camera and making hand gestures. The room has a dark background. The person is wearing",Science & Technology
7359943972216638736,"A police officer is walking down a street with a group of people. The people are holding signs and flags. The signs say things like ""Palestina"" and ""Stop the war in Palestine."" The police officer is wearing a blue uniform and a hat.",14. Nonprofits & Activism
7384186520351083781,"The video begins with a person in a light gray satin robe sitting in a room with beige walls and dark curtains. They are holding a small object, possibly a phone, and gesturing with their hands while speaking. The person is wearing a necklace and has blonde hair tied back. The background includes a lamp and a window with blinds. The person continues to speak and gesture, occasionally looking at the camera. The scene transitions to a text overlay in Russian, which reads: ""При производстве производительной подарки, я таким об",Entertainment & Shows
7357063093962214689,"The video features a person wearing a black jacket with white trim and a green logo on the left side. The person is seen making various hand gestures, including holding their hands up to their face, pointing, and making a peace sign. The background is a room with white blinds and a window. The person is also seen wearing a pearl necklace. The video includes text overlays in German, which appear to be part of a conversation or monologue. The text reads ""Ich habe die Deutsche abprüfung in gehei am 25.4."" and ""Ich habe die Deutsche abprüfung in gehei am 25",1. News
7343754603927850245,"The video is a collage of images featuring a person with gray hair wearing a black shirt. The background of the images is a red and yellow color, with a large flag of Palestine in the center. The person is making various gestures, including pointing upwards, giving a thumbs up, and holding their hand to their face. The text ""FREE PALESTINE"" is displayed at the top of the images.",1. News
7376774039899082027,"The video shows a group of elderly people in wheelchairs in a museum. They are dressed in formal attire and are seated in a circle. The room is spacious and has a modern design. The video also shows a close-up of one of the elderly people, who is wearing a green military uniform and a hat. The video also shows a close-up of an elderly person in a wheelchair, wearing a green military uniform and a hat. The video also shows a close-up of an elderly person in a wheelchair, wearing a green military uniform and a hat. The video also shows a close-up of an elderly person in a wheelchair, wearing a green military uniform and a hat. The",Science & Technology
7330624658686954795,"A person wearing a pink shirt is standing in front of a red background with shelves of glasses and other items. The person is making various hand gestures and expressions, including pointing, touching their face, and holding their hands up. The video also includes text overlays that read ""Tit's h's supporters & I love that 4 hr,"" ""Tit's h's supporters & I love that 4 hr,"" ""Tit's h's supporters & I love that 4 hr,"" ""Tit's h's supporters & I love that 4 hr,"" ""Tit's h's supporters & I love that 4 hr,"" ""Tit's h's supporters & I love that",Politics
7386641138611981601,"The video begins with a person wearing a brown jacket and a blue and white checkered shirt. The person is being painted with makeup by another individual. The makeup application is done with a brush, and the person's face is covered with white makeup. The background is plain white. The video then transitions to a close-up of the person's face, now fully painted with makeup. The makeup includes a white base, black eyeliner, and red lipstick. The person is wearing a black jacket with gold accents. The video then shows the person wearing a black military uniform with gold accents and a black hat. The person is holding a pair of handcuffs. The video then transitions to",1. Entertainment & Shows
7357035995667107114,"The video shows a woman in a black t-shirt with the word ""STAR"" on it, standing in a brightly lit restaurant with a menu board behind her. She is holding a drink in her hand and appears to be talking to someone off-camera. The video then cuts to a different woman in a red shirt, who is also in the same restaurant. She is holding a drink in a cup with a straw and appears to be talking to someone off-camera. The video then cuts back to the first woman, who is now standing at a counter with a drink in front of her. The video then cuts to a different woman in a red shirt, who is standing in the same",Entertainment & Shows
